"Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Season","Competition","Country","Year"
"E3",2022-02-01,"Salford","Carlisle",2,1,"H",0,0,"D","S Mather",16,6,5,1,8,11,8,2,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-01,"Swindon","Crawley Town",1,1,"D",0,1,"A","C Brook",20,11,4,4,8,17,9,2,2,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-01,"Tranmere","Stevenage",1,0,"H",0,0,"D","A Backhouse",12,10,6,2,4,6,7,5,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Harrogate","Bradford",2,0,"H",0,0,"D","R Welch",10,17,3,6,8,14,3,7,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Barrow","Tranmere",1,1,"D",0,1,"A","O Langford",7,16,2,5,13,6,3,8,3,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Crawley Town","Stevenage",2,2,"D",1,0,"H","R Lewis",16,12,6,3,6,14,7,3,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Forest Green","Newport County",2,0,"H",1,0,"H","D Rock",16,6,10,2,7,12,3,3,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Leyton Orient","Colchester",0,1,"A",0,1,"A","T Reeves",5,10,4,4,14,13,7,6,2,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Scunthorpe","Oldham",0,1,"A",0,0,"D","N Hair",8,10,1,1,13,14,2,8,4,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Sutton","Bristol Rvs",1,1,"D",1,0,"H","R Madley",16,9,10,2,21,6,8,8,4,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Swindon","Exeter",1,2,"A",0,0,"D","D Drysdale",6,18,3,7,6,9,6,7,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-05,"Walsall","Northampton",0,1,"A",0,1,"A","S Stockbridge",9,8,3,7,13,11,4,2,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Carlisle","Port Vale",1,3,"A",1,2,"A","A Kitchen",7,17,1,8,11,8,4,4,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Exeter","Leyton Orient",1,0,"H",0,0,"D","C Brook",13,5,3,2,13,9,5,3,2,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Forest Green","Rochdale",2,1,"H",0,0,"D","P Howard",13,7,5,1,9,9,8,2,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Harrogate","Crawley Town",1,3,"A",0,0,"D","A Haines",9,13,4,4,8,11,2,6,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Hartlepool","Barrow",3,1,"H",3,1,"H","P Wright",10,6,4,3,6,13,2,3,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Mansfield","Colchester",2,1,"H",1,0,"H","D Handley",12,7,4,1,13,8,5,4,3,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Northampton","Newport County",1,0,"H",0,0,"D","B Speedie",13,12,4,6,7,13,6,4,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Oldham","Bristol Rvs",2,1,"H",2,1,"H","S Oldham",13,8,5,5,11,15,6,8,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Scunthorpe","Walsall",1,0,"H",1,0,"H","T Nield",8,16,2,5,14,15,1,7,0,1,1,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Stevenage","Bradford",0,1,"A",0,0,"D","G Ward",16,14,4,5,6,10,5,8,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Sutton","Salford",0,0,"D",0,0,"D","L Swabey",10,9,2,1,12,12,7,5,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-08,"Tranmere","Swindon",3,0,"H",1,0,"H","S Mather",14,6,5,0,17,11,3,2,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Barrow","Stevenage",0,0,"D",0,0,"D","D Handley",11,8,2,4,3,14,8,2,0,0,1,1,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Bradford","Exeter",0,1,"A",0,1,"A","R Joyce",10,14,2,7,9,11,6,9,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Bristol Rvs","Mansfield",0,0,"D",0,0,"D","J Busby",9,6,1,4,7,15,4,4,2,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Colchester","Carlisle",2,2,"D",0,0,"D","L Swabey",18,6,4,4,10,10,8,1,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Crawley Town","Hartlepool",0,1,"A",0,1,"A","B Huxtable",17,9,4,5,9,13,8,2,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Leyton Orient","Salford",0,2,"A",0,0,"D","B Speedie",11,10,4,6,17,9,5,5,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Newport County","Oldham",3,3,"D",2,1,"H","R Lewis",36,14,12,7,6,7,10,4,1,2,0,1,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Port Vale","Northampton",0,0,"D",0,0,"D","A Young",10,7,2,1,8,12,3,2,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Rochdale","Harrogate",3,3,"D",1,2,"A","N Hair",18,16,9,9,9,14,11,4,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Sutton","Forest Green",1,1,"D",1,0,"H","J Bell",10,12,4,4,11,11,4,4,1,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Swindon","Scunthorpe",3,0,"H",0,0,"D","W Finnie",24,13,9,7,6,11,8,3,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-12,"Walsall","Tranmere",1,0,"H",0,0,"D","S Allison",7,7,1,1,14,16,6,6,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-15,"Bristol Rvs","Sutton",2,0,"H",1,0,"H","C Pollard",20,15,6,2,9,11,5,6,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-15,"Exeter","Harrogate",4,3,"H",1,2,"A","B Huxtable",19,17,11,10,10,8,12,6,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-15,"Hartlepool","Tranmere",1,0,"H",1,0,"H","R Welch",8,14,2,3,8,18,3,3,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Northampton","Colchester",3,0,"H",1,0,"H","S Oldham",13,11,7,2,12,9,4,5,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Carlisle","Swindon",0,3,"A",0,1,"A","O Langford",17,17,6,7,10,9,6,3,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Forest Green","Walsall",0,1,"A",0,1,"A","A Young",9,16,1,2,5,9,6,4,3,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Hartlepool","Sutton",1,1,"D",0,1,"A","A Kitchen",9,10,4,2,8,11,3,3,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Newport County","Mansfield",1,1,"D",0,0,"D","W Finnie",17,13,3,3,7,9,4,8,1,3,1,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Oldham","Bradford",2,0,"H",2,0,"H","A Backhouse",14,10,6,2,8,12,5,6,1,1,0,1,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Scunthorpe","Rochdale",1,2,"A",1,0,"H","R Madley",11,11,4,5,11,14,1,6,3,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Stevenage","Bristol Rvs",0,4,"A",0,1,"A","A Woolmer",12,24,2,11,10,12,10,8,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-19,"Tranmere","Port Vale",1,1,"D",0,0,"D","D Rock",17,10,4,1,13,11,3,4,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-22,"Bradford","Harrogate",1,3,"A",1,1,"D","J Bell",25,9,5,3,14,10,10,1,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-22,"Colchester","Hartlepool",1,2,"A",1,0,"H","D Bourne",10,14,5,6,18,5,2,7,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-22,"Leyton Orient","Bristol Rvs",0,2,"A",0,2,"A","C Breakspear",14,11,2,7,13,17,2,1,4,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-22,"Rochdale","Port Vale",1,1,"D",0,1,"A","S Barrott",3,10,1,3,9,11,1,8,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-22,"Scunthorpe","Northampton",0,0,"D",0,0,"D","D Handley",8,9,2,3,14,19,7,5,2,5,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-22,"Swindon","Walsall",5,0,"H",2,0,"H","C Pollard",20,10,11,3,9,9,3,3,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Barrow","Harrogate",0,0,"D",0,0,"D","T Nield",7,6,0,0,8,11,3,1,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Bradford","Mansfield",0,2,"A",0,1,"A","A Kitchen",14,14,4,5,5,10,5,6,0,4,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Bristol Rvs","Exeter",1,1,"D",1,1,"D","P Wright",16,15,5,4,10,9,7,3,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Colchester","Oldham",1,1,"D",0,1,"A","A Haines",14,9,5,3,7,8,6,4,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Crawley Town","Forest Green",2,1,"H",2,0,"H","C Pollard",11,15,3,5,16,12,5,6,4,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Leyton Orient","Carlisle",0,1,"A",0,1,"A","C Boyeson",12,11,4,5,9,12,7,4,1,4,1,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Newport County","Tranmere",4,2,"H",0,0,"D","D Drysdale",17,6,10,2,10,15,8,1,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Port Vale","Stevenage",2,0,"H",2,0,"H","S Oldham",6,9,3,2,10,8,3,2,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Rochdale","Northampton",1,0,"H",0,0,"D","O Yates",12,5,2,2,10,14,10,1,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Sutton","Scunthorpe",4,1,"H",3,0,"H","S Mather",12,12,6,3,14,11,2,4,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Swindon","Salford",1,2,"A",0,0,"D","J Busby",16,13,5,7,11,9,5,2,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-02-26,"Walsall","Hartlepool",3,1,"H",2,0,"H","L Swabey",14,12,7,5,13,11,5,6,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Bristol Rvs","Barrow",1,0,"H",0,0,"D","D Rock",19,13,7,6,10,12,10,4,3,0,0,1,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Carlisle","Rochdale",2,0,"H",1,0,"H","M Edwards",10,23,3,7,10,8,0,6,2,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Colchester","Leyton Orient",2,2,"D",0,0,"D","N Hair",20,6,8,2,13,10,10,2,2,4,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Crawley Town","Oldham",2,2,"D",0,0,"D","A Young",14,9,4,3,17,12,5,4,2,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Harrogate","Port Vale",1,1,"D",1,0,"H","D Bond",9,15,3,3,8,13,4,6,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Newport County","Forest Green",1,1,"D",1,0,"H","C Breakspear",9,16,3,7,13,11,2,11,4,1,1,0,"2021/22","England League Two","England",2022
"E3",2022-03-01,"Northampton","Walsall",1,1,"D",1,0,"H","P Howard",16,13,4,4,14,11,6,6,3,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-04,"Mansfield","Exeter",2,1,"H",1,0,"H","O Yates",9,16,3,10,6,9,4,4,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Harrogate","Hartlepool",1,2,"A",1,1,"D","C Boyeson",13,10,3,4,11,8,6,5,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Barrow","Walsall",1,1,"D",1,0,"H","L Doughty",7,10,1,3,11,12,4,6,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Bradford","Swindon",1,2,"A",1,1,"D","P Howard",10,16,4,8,15,16,4,7,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Colchester","Port Vale",1,0,"H",0,0,"D","B Huxtable",6,10,2,3,7,10,2,5,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Crawley Town","Scunthorpe",0,0,"D",0,0,"D","J Bell",13,7,4,3,9,11,4,2,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Leyton Orient","Stevenage",2,2,"D",1,2,"A","D Drysdale",9,10,5,4,10,16,0,4,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Newport County","Bristol Rvs",1,0,"H",1,0,"H","D Handley",15,15,3,5,14,13,8,6,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Northampton","Tranmere",3,2,"H",2,0,"H","S Martin",9,13,5,4,16,17,4,7,2,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Oldham","Carlisle",1,2,"A",1,0,"H","S Allison",12,15,3,5,9,11,5,4,4,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Salford","Forest Green",1,1,"D",1,0,"H","D Bourne",7,12,2,4,9,16,1,10,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-05,"Sutton","Rochdale",3,0,"H",2,0,"H","B Speedie",13,9,8,1,8,12,8,7,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-08,"Crawley Town","Bristol Rvs",1,2,"A",0,1,"A","L Swabey",21,12,6,7,13,16,5,6,3,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-08,"Exeter","Swindon",3,1,"H",2,0,"H","R Lewis",17,8,6,1,16,13,9,3,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-11,"Tranmere","Mansfield",3,2,"H",1,1,"D","A Haines",11,12,3,5,7,13,3,6,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Bristol Rvs","Harrogate",3,0,"H",2,0,"H","D Drysdale",12,11,4,2,8,14,5,5,3,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Carlisle","Northampton",2,1,"H",0,0,"D","J Bell",12,14,7,2,9,10,0,5,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Exeter","Salford",0,0,"D",0,0,"D","A Woolmer",12,4,3,0,14,8,11,5,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Forest Green","Bradford",0,2,"A",0,0,"D","O Yates",17,8,6,5,8,11,7,4,0,1,1,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Hartlepool","Leyton Orient",0,0,"D",0,0,"D","J Oldham",8,11,3,5,9,19,2,3,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Port Vale","Crawley Town",4,1,"H",2,1,"H","R Joyce",13,6,5,2,11,9,4,5,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Rochdale","Barrow",0,0,"D",0,0,"D","C Breakspear",18,9,6,1,15,12,9,2,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Scunthorpe","Colchester",1,3,"A",1,0,"H","A Young",9,16,2,9,13,11,3,8,1,1,1,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Stevenage","Newport County",0,2,"A",0,0,"D","B Toner",18,12,2,2,13,6,6,3,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Swindon","Oldham",1,0,"H",0,0,"D","D Rock",21,8,7,2,12,20,3,2,2,6,0,1,"2021/22","England League Two","England",2022
"E3",2022-03-12,"Walsall","Sutton",1,0,"H",1,0,"H","S Oldham",11,9,4,1,13,12,4,4,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Bristol Rvs","Colchester",1,0,"H",0,0,"D","S Allison",10,9,4,3,11,13,3,7,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Carlisle","Newport County",1,2,"A",0,1,"A","M Coy",12,13,2,8,7,6,4,7,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Exeter","Crawley Town",2,1,"H",2,1,"H","B Speedie",5,9,3,3,16,12,4,4,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Forest Green","Leyton Orient",1,1,"D",1,0,"H","T Kettle",5,7,2,1,19,5,2,2,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Hartlepool","Bradford",0,2,"A",0,0,"D","J Simpson",12,10,3,5,13,13,4,1,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Port Vale","Mansfield",3,1,"H",1,1,"D","P Wright",7,7,4,2,15,15,2,4,3,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Rochdale","Salford",1,1,"D",1,0,"H","C Sarginson",7,16,3,2,14,12,1,3,1,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Scunthorpe","Barrow",0,1,"A",0,1,"A","T Reeves",8,18,2,9,13,9,3,11,1,1,1,1,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Stevenage","Northampton",1,2,"A",0,1,"A","C Hicks",14,12,4,5,10,14,5,2,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Swindon","Sutton",2,1,"H",1,1,"D","C Boyeson",13,9,5,3,13,15,2,5,2,2,1,0,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Tranmere","Harrogate",2,0,"H",0,0,"D","D Handley",16,8,7,2,14,9,7,3,3,1,0,1,"2021/22","England League Two","England",2022
"E3",2022-03-15,"Walsall","Oldham",2,1,"H",1,1,"D","O Yates",16,7,6,2,15,9,7,3,3,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-18,"Newport County","Hartlepool",2,3,"A",1,2,"A","A Young",9,12,6,5,6,13,5,2,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Barrow","Carlisle",1,2,"A",0,1,"A","R Madley",9,10,3,2,7,14,5,7,2,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Bradford","Port Vale",1,2,"A",0,0,"D","D Drysdale",9,13,1,4,6,14,4,5,1,4,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Crawley Town","Swindon",3,1,"H",1,0,"H","D Handley",12,20,7,7,18,10,3,5,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Harrogate","Walsall",1,1,"D",0,0,"D","D Bourne",13,11,5,2,11,18,5,3,4,4,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Leyton Orient","Rochdale",3,1,"H",1,1,"D","D Rock",12,8,5,4,11,14,6,5,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Northampton","Bristol Rvs",0,1,"A",0,1,"A","O Langford",7,5,1,3,18,16,2,7,3,4,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Oldham","Exeter",0,2,"A",0,0,"D","S Stockbridge",9,11,4,6,7,12,7,8,2,2,0,1,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Salford","Scunthorpe",5,1,"H",2,0,"H","P Wright",17,10,9,4,6,17,3,4,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-19,"Sutton","Tranmere",1,1,"D",1,0,"H","W Finnie",13,14,5,4,9,10,4,11,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-21,"Colchester","Forest Green",0,1,"A",0,1,"A","A Woolmer",14,10,3,5,12,14,3,1,1,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-22,"Harrogate","Leyton Orient",0,3,"A",0,0,"D","R Joyce",10,16,3,6,13,12,2,5,2,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-22,"Oldham","Sutton",1,3,"A",0,1,"A","M Edwards",12,16,3,6,7,6,6,7,0,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-22,"Port Vale","Exeter",0,0,"D",0,0,"D","R Madley",13,6,4,2,4,11,8,4,0,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-22,"Rochdale","Mansfield",0,1,"A",0,0,"D","S Stockbridge",10,12,3,7,10,8,5,3,1,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Bradford","Newport County",0,0,"D",0,0,"D","M Edwards",14,13,4,4,7,10,4,5,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Carlisle","Bristol Rvs",1,0,"H",0,0,"D","A Haines",15,18,5,7,8,9,2,11,4,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Colchester","Tranmere",1,0,"H",0,0,"D","C Brook",7,11,1,2,8,15,4,9,2,4,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Crawley Town","Rochdale",1,0,"H",1,0,"H","T Kettle",12,14,5,3,11,12,5,5,1,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Exeter","Stevenage",2,1,"H",2,1,"H","C Boyeson",15,9,7,2,10,8,8,4,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Leyton Orient","Barrow",2,0,"H",0,0,"D","S Mather",17,14,5,4,12,18,7,7,2,5,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Northampton","Hartlepool",2,0,"H",1,0,"H","K Stroud",10,8,5,2,8,12,2,8,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Oldham","Mansfield",1,2,"A",1,0,"H","B Toner",13,22,4,10,9,11,5,6,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Port Vale","Sutton",2,0,"H",2,0,"H","M Coy",15,10,6,1,13,13,6,6,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Salford","Walsall",2,1,"H",1,1,"D","A Backhouse",11,13,4,3,11,10,5,7,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-26,"Scunthorpe","Harrogate",0,3,"A",0,1,"A","T Harrington",7,19,3,7,6,8,2,4,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-29,"Hartlepool","Mansfield",2,2,"D",2,2,"D","T Kettle",10,23,6,9,7,18,1,3,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-29,"Oldham","Leyton Orient",2,0,"H",1,0,"H","C Sarginson",10,3,4,1,4,14,6,5,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-29,"Rochdale","Carlisle",2,0,"H",1,0,"H","J Oldham",8,6,2,2,11,13,1,6,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-03-29,"Salford","Crawley Town",2,1,"H",1,0,"H","M Edwards",14,11,5,3,11,15,2,9,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Barrow","Port Vale",1,2,"A",1,0,"H","J Oldham",10,13,2,5,12,12,6,5,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Bristol Rvs","Bradford",2,1,"H",0,0,"D","N Hair",31,9,7,2,8,17,4,3,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Forest Green","Scunthorpe",1,0,"H",0,0,"D","S Allison",15,11,6,5,14,14,8,0,1,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Harrogate","Colchester",1,2,"A",1,2,"A","S Mather",11,8,3,5,7,11,7,4,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Hartlepool","Salford",0,2,"A",0,2,"A","D Drysdale",6,10,0,2,14,12,7,1,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Mansfield","Northampton",1,0,"H",1,0,"H","A Backhouse",17,8,5,3,16,9,14,3,3,0,0,1,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Newport County","Exeter",0,1,"A",0,0,"D","C Sarginson",11,10,3,3,11,10,6,5,3,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Rochdale","Swindon",0,0,"D",0,0,"D","D Bourne",11,15,4,6,12,15,4,4,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Stevenage","Oldham",0,1,"A",0,1,"A","A Davies",15,8,1,2,9,10,7,4,2,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Tranmere","Carlisle",2,2,"D",1,0,"H","C Breakspear",9,23,4,4,8,11,3,5,4,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-02,"Walsall","Leyton Orient",0,2,"A",0,2,"A","A Haines",6,8,1,4,12,11,5,7,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-05,"Forest Green","Mansfield",1,0,"H",1,0,"H","C Brook",9,9,4,2,18,13,4,4,3,3,0,1,"2021/22","England League Two","England",2022
"E3",2022-04-05,"Salford","Port Vale",0,1,"A",0,0,"D","D Handley",13,13,4,4,11,12,6,3,4,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Carlisle","Exeter",0,1,"A",0,0,"D","T Nield",5,19,2,6,6,7,4,8,4,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Colchester","Stevenage",0,2,"A",0,1,"A","C Breakspear",18,13,5,6,14,14,7,8,3,3,0,1,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Crawley Town","Barrow",1,0,"H",0,0,"D","C Hicks",18,11,5,2,9,15,7,5,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Forest Green","Hartlepool",1,1,"D",0,0,"D","S Purkiss",18,8,5,1,9,7,9,2,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Northampton","Bradford",0,0,"D",0,0,"D","D Rock",16,11,5,1,16,13,6,1,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Port Vale","Oldham",3,2,"H",2,2,"D","W Finnie",12,14,5,5,9,9,10,6,3,0,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Rochdale","Walsall",1,0,"H",0,0,"D","A Herczeg",11,7,5,2,14,17,8,5,0,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Salford","Harrogate",2,0,"H",0,0,"D","A Kitchen",14,11,4,3,6,12,6,4,1,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Scunthorpe","Mansfield",0,4,"A",0,3,"A","J Busby",5,16,0,6,15,9,3,4,2,1,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Sutton","Leyton Orient",1,0,"H",1,0,"H","R Lewis",7,9,2,2,14,18,4,5,1,3,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Swindon","Newport County",0,1,"A",0,0,"D","N Hair",12,4,2,1,10,15,5,4,0,2,0,0,"2021/22","England League Two","England",2022
"E3",2022-04-09,"Tranmere","Bristol Rvs",1,1,"D",0,0,"D","M Edwards",12,11,4,2,16,11,5,12,3,0,0,0,"2021/22","England League Two","England",2022
