"GameID","Date","Competition","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","ModerateMistakes","Corner_Mistakes","Yellow_Mistakes","Total_Goals","Total_Shots","Total_Shots_On_Target","Total_Fouls","Total_Corners","Total_Yellow_Cards","Total_Red_Cards"
"20220402SUNGIL",2022-04-02,"England League 1","Sunderland","Gillingham",1,0,"H",25,5,5,0,12,13,8,1,2,4,0,0,0,0,0,1,30,5,25,9,6,0
"20220402WYCDON",2022-04-02,"England League 1","Wycombe","Doncaster",2,0,"H",19,17,9,5,12,9,11,4,1,1,0,0,0,0,0,2,36,14,21,15,2,0
"20220405AFCCHA",2022-04-05,"England League 1","AFC Wimbledon","Charlton",1,1,"D",14,8,4,3,14,13,10,3,1,2,0,1,0,0,0,2,22,7,27,13,3,1
"20220405CAMWYC",2022-04-05,"England League 1","Cambridge","Wycombe",1,4,"A",9,18,2,6,8,11,3,6,1,0,0,0,0,0,0,5,27,8,19,9,1,0
"20220405FLELIN",2022-04-05,"England League 1","Fleetwood Town","Lincoln",1,1,"D",17,12,4,4,15,11,4,5,2,3,0,0,0,0,0,2,29,8,26,9,5,0
"20220405MILCRE",2022-04-05,"England League 1","Milton Keynes Dons","Crewe",2,1,"H",9,4,4,1,12,14,5,3,0,1,0,0,0,0,0,3,13,5,26,8,1,0
"20220405MOROXF",2022-04-05,"England League 1","Morecambe","Oxford",2,1,"H",6,20,3,7,12,8,1,9,2,1,0,0,0,0,0,3,26,10,20,10,3,0
"20220405WIGACC",2022-04-05,"England League 1","Wigan","Accrington",3,0,"H",14,14,7,3,14,15,5,2,1,2,0,0,0,0,0,3,28,10,29,7,3,0
"20220405BOLPOR",2022-04-05,"England League 1","Bolton","Portsmouth",1,1,"D",12,12,6,5,10,11,1,3,2,0,0,0,0,0,0,2,24,11,21,4,2,0
"20220409AFCMIL",2022-04-09,"England League 1","AFC Wimbledon","Milton Keynes Dons",1,1,"D",8,14,3,6,17,11,1,6,3,2,0,0,0,0,0,2,22,9,28,7,5,0
"20220409BOLSHE",2022-04-09,"England League 1","Bolton","Sheffield Weds",1,1,"D",8,21,2,5,12,15,4,10,4,2,0,0,0,0,0,2,29,7,27,14,6,0
"20220409BURPLY",2022-04-09,"England League 1","Burton","Plymouth",0,0,"D",6,9,3,2,17,11,1,3,2,1,0,0,0,0,0,0,15,5,28,4,3,0
"20220409CAMMOR",2022-04-09,"England League 1","Cambridge","Morecambe",2,1,"H",15,19,5,5,12,12,3,5,0,1,0,0,0,0,0,3,34,10,24,8,1,0
"20220409CHEPOR",2022-04-09,"England League 1","Cheltenham","Portsmouth",1,0,"H",19,17,7,5,8,9,7,9,1,0,0,0,0,0,0,1,36,12,17,16,1,0
"20220409DONCRE",2022-04-09,"England League 1","Doncaster","Crewe",2,0,"H",19,12,9,2,15,12,7,2,1,2,0,0,0,0,0,2,31,11,27,9,3,0
"20220409FLEACC",2022-04-09,"England League 1","Fleetwood Town","Accrington",1,2,"A",11,24,3,7,21,14,5,9,1,3,1,0,0,0,0,3,35,10,35,14,4,1
"20220409GILWYC",2022-04-09,"England League 1","Gillingham","Wycombe",1,1,"D",18,13,5,6,12,10,6,3,2,1,0,1,0,0,0,2,31,11,22,9,3,1
"20220409LINWIG",2022-04-09,"England League 1","Lincoln","Wigan",1,3,"A",13,14,4,6,8,14,5,8,1,4,0,0,0,0,0,4,27,10,22,13,5,0
"20220409OXFSUN",2022-04-09,"England League 1","Oxford","Sunderland",1,2,"A",20,11,6,5,9,14,5,4,0,2,0,0,0,0,0,3,31,11,23,9,2,0
"20220409ROTCHA",2022-04-09,"England League 1","Rotherham","Charlton",0,1,"A",10,9,1,5,9,12,9,3,0,1,0,0,0,0,0,1,19,6,21,12,1,0
"20220409SHRIPS",2022-04-09,"England League 1","Shrewsbury","Ipswich",1,1,"D",5,8,1,4,13,12,3,3,4,3,0,1,0,0,0,2,13,5,25,6,7,1
"20220412BURWIG",2022-04-12,"England League 1","Burton","Wigan",0,0,"D",9,10,3,2,16,11,5,4,3,3,0,0,0,0,0,0,19,5,27,9,6,0
"20220412PORROT",2022-04-12,"England League 1","Portsmouth","Rotherham",3,0,"H",10,9,6,1,17,17,5,4,2,3,0,0,0,0,0,3,19,7,34,9,5,0
"20220415ACCBUR",2022-04-15,"England League 1","Accrington","Burton",0,0,"D",17,6,5,2,10,11,5,7,1,2,0,0,0,0,0,0,23,7,21,12,3,0
"20220415CHAMOR",2022-04-15,"England League 1","Charlton","Morecambe",2,3,"A",23,11,4,4,6,5,6,6,1,0,0,0,0,0,0,5,34,8,11,12,1,0
"20220415CHEGIL",2022-04-15,"England League 1","Cheltenham","Gillingham",2,2,"D",18,12,10,6,15,15,5,5,2,1,0,0,0,0,0,4,30,16,30,10,3,0
"20220415CREAFC",2022-04-15,"England League 1","Crewe","AFC Wimbledon",3,1,"H",21,12,5,5,4,12,6,5,0,0,0,0,0,0,0,4,33,10,16,11,0,0
"20220415DONBOL",2022-04-15,"England League 1","Doncaster","Bolton",1,2,"A",19,11,6,2,12,14,8,3,2,4,0,0,0,0,0,3,30,8,26,11,6,0
"20220415FLEOXF",2022-04-15,"England League 1","Fleetwood Town","Oxford",2,3,"A",19,11,6,5,9,10,5,0,1,2,0,0,0,0,0,5,30,11,19,5,3,0
"20220415PORLIN",2022-04-15,"England League 1","Portsmouth","Lincoln",3,2,"H",17,26,7,6,12,8,5,7,1,1,0,0,0,0,0,5,43,13,20,12,2,0
"20220415SUNSHR",2022-04-15,"England League 1","Sunderland","Shrewsbury",3,2,"H",18,9,7,3,6,11,4,2,2,3,0,0,1,0,1,5,27,10,17,6,5,0
"20220415WYCPLY",2022-04-15,"England League 1","Wycombe","Plymouth",2,0,"H",13,9,5,2,12,7,5,2,2,0,0,0,0,0,0,2,22,7,19,7,2,0
"20220416ROTIPS",2022-04-16,"England League 1","Rotherham","Ipswich",1,0,"H",14,3,3,1,4,16,10,6,1,5,0,0,0,0,0,1,17,4,20,16,6,0
"20220416WIGCAM",2022-04-16,"England League 1","Wigan","Cambridge",1,2,"A",11,9,2,5,10,7,8,4,2,3,0,0,0,0,0,3,20,7,17,12,5,0
"20220416MILSHE",2022-04-16,"England League 1","Milton Keynes Dons","Sheffield Weds",2,3,"A",10,6,4,4,9,16,3,2,2,3,0,0,0,0,0,5,16,8,25,5,5,0
"20220418AFCWYC",2022-04-18,"England League 1","AFC Wimbledon","Wycombe",1,1,"D",9,17,2,5,16,12,2,7,2,2,0,0,0,0,0,2,26,7,28,9,4,0
"20220418BOLACC",2022-04-18,"England League 1","Bolton","Accrington",3,1,"H",17,15,3,6,11,13,3,1,4,4,0,1,0,0,0,4,32,9,24,4,8,1
"20220418GILFLE",2022-04-18,"England League 1","Gillingham","Fleetwood Town",0,0,"D",16,7,6,3,8,7,1,3,3,0,1,1,0,0,0,0,23,9,15,4,3,2
"20220418LINCHE",2022-04-18,"England League 1","Lincoln","Cheltenham",3,0,"H",15,11,8,4,7,22,6,2,0,3,0,0,0,0,0,3,26,12,29,8,3,0
"20220418MORPOR",2022-04-18,"England League 1","Morecambe","Portsmouth",1,1,"D",19,9,5,3,12,5,10,5,1,0,0,0,0,0,0,2,28,8,17,15,1,0
"20220418PLYSUN",2022-04-18,"England League 1","Plymouth","Sunderland",0,0,"D",7,10,1,2,11,12,7,3,1,2,0,0,0,0,0,0,17,3,23,10,3,0
"20220418SHRDON",2022-04-18,"England League 1","Shrewsbury","Doncaster",3,3,"D",19,17,8,8,10,6,8,4,1,0,0,0,0,0,0,6,36,16,16,12,1,0
"20220419BURROT",2022-04-19,"England League 1","Burton","Rotherham",2,0,"H",13,21,7,5,14,8,6,13,2,2,0,0,0,0,0,2,34,12,22,19,4,0
"20220419CAMCHA",2022-04-19,"England League 1","Cambridge","Charlton",0,2,"A",10,14,1,9,9,13,8,7,0,2,0,0,0,0,0,2,24,10,22,15,2,0
"20220419IPSWIG",2022-04-19,"England League 1","Ipswich","Wigan",2,2,"D",10,7,4,5,12,9,5,2,4,2,0,0,1,0,1,4,17,9,21,7,6,0
"20220419OXFMIL",2022-04-19,"England League 1","Oxford","Milton Keynes Dons",1,0,"H",8,10,2,2,10,6,8,3,3,0,0,0,0,0,0,1,18,4,16,11,3,0
"20220419SHECRE",2022-04-19,"England League 1","Sheffield Weds","Crewe",1,0,"H",18,1,5,1,12,10,7,4,1,2,0,0,0,0,0,1,19,6,22,11,3,0
"20220423ACCLIN",2022-04-23,"England League 1","Accrington","Lincoln",2,1,"H",18,8,5,4,14,10,2,1,0,3,1,0,0,0,0,3,26,9,24,3,3,1
"20220423CHASHR",2022-04-23,"England League 1","Charlton","Shrewsbury",2,0,"H",16,12,8,6,11,14,7,3,0,0,0,0,0,0,0,2,28,14,25,10,0,0
"20220423CHEBOL",2022-04-23,"England League 1","Cheltenham","Bolton",1,2,"A",8,13,4,4,12,8,4,7,2,0,0,0,0,0,0,3,21,8,20,11,2,0
"20220423CREIPS",2022-04-23,"England League 1","Crewe","Ipswich",1,1,"D",11,18,4,7,9,11,4,6,2,2,0,0,0,0,0,2,29,11,20,10,4,0
"20220423DONBUR",2022-04-23,"England League 1","Doncaster","Burton",2,0,"H",6,14,3,2,8,15,1,12,0,3,0,0,0,0,0,2,20,5,23,13,3,0
"20220423FLEAFC",2022-04-23,"England League 1","Fleetwood Town","AFC Wimbledon",1,1,"D",10,5,3,1,15,15,4,1,2,5,0,0,0,0,0,2,15,4,30,5,7,0
"20220423MILMOR",2022-04-23,"England League 1","Milton Keynes Dons","Morecambe",2,0,"H",12,4,7,0,8,17,5,3,2,4,0,0,0,0,0,2,16,7,25,8,6,0
"20220423PORGIL",2022-04-23,"England League 1","Portsmouth","Gillingham",3,1,"H",16,9,9,2,10,9,5,2,0,2,0,0,0,0,0,4,25,11,19,7,2,0
"20220423ROTOXF",2022-04-23,"England League 1","Rotherham","Oxford",2,1,"H",16,6,6,2,12,14,6,3,3,2,0,0,1,1,0,3,22,8,26,9,5,0
"20220423SUNCAM",2022-04-23,"England League 1","Sunderland","Cambridge",5,1,"H",28,4,11,1,10,10,4,2,0,2,0,1,0,0,0,6,32,12,20,6,2,1
"20220423WIGPLY",2022-04-23,"England League 1","Wigan","Plymouth",1,1,"D",11,5,4,2,12,8,15,3,3,1,0,0,0,0,0,2,16,6,20,18,4,0
"20220423WYCSHE",2022-04-23,"England League 1","Wycombe","Sheffield Weds",1,0,"H",6,15,3,3,13,8,2,12,2,2,0,0,0,0,0,1,21,6,21,14,4,0
"20220426FLESHE",2022-04-26,"England League 1","Fleetwood Town","Sheffield Weds",2,3,"A",5,22,2,6,12,10,1,8,3,2,0,0,0,0,0,5,27,8,22,9,5,0
"20220426PORWIG",2022-04-26,"England League 1","Portsmouth","Wigan",3,2,"H",15,12,5,5,13,16,5,7,1,2,0,0,0,0,0,5,27,10,29,12,3,0
"20220426SUNROT",2022-04-26,"England League 1","Sunderland","Rotherham",1,1,"D",5,13,0,2,7,16,4,10,1,1,0,0,0,0,0,2,18,2,23,14,2,0
"20220430AFCACC",2022-04-30,"England League 1","AFC Wimbledon","Accrington",3,4,"A",11,18,5,7,9,18,4,6,0,2,0,0,0,0,0,7,29,12,27,10,2,0
"20220430BOLFLE",2022-04-30,"England League 1","Bolton","Fleetwood Town",4,2,"H",14,10,6,5,4,8,5,5,0,2,0,0,0,0,0,6,24,11,12,10,2,0
"20220430BURWYC",2022-04-30,"England League 1","Burton","Wycombe",1,2,"A",13,12,3,6,9,10,3,12,2,2,0,0,0,0,0,3,25,9,19,15,4,0
"20220430CAMCHE",2022-04-30,"England League 1","Cambridge","Cheltenham",2,2,"D",18,15,7,3,9,13,10,6,2,3,0,1,0,0,0,4,33,10,22,16,5,1
"20220430GILROT",2022-04-30,"England League 1","Gillingham","Rotherham",0,2,"A",7,17,2,7,10,11,4,10,3,3,0,0,0,0,0,2,24,9,21,14,6,0
"20220430IPSCHA",2022-04-30,"England League 1","Ipswich","Charlton",4,0,"H",21,10,4,2,14,8,6,5,0,1,0,0,0,0,0,4,31,6,22,11,1,0
"20220430LINCRE",2022-04-30,"England League 1","Lincoln","Crewe",2,1,"H",15,12,11,5,10,5,4,8,0,0,0,0,1,1,0,3,27,16,15,12,0,0
"20220430MORSUN",2022-04-30,"England League 1","Morecambe","Sunderland",0,1,"A",5,7,0,3,15,13,4,3,4,1,0,0,0,0,0,1,12,3,28,7,5,0
"20220430OXFDON",2022-04-30,"England League 1","Oxford","Doncaster",1,1,"D",14,6,6,2,12,15,5,7,0,1,0,0,1,1,0,2,20,8,27,12,1,0
"20220430PLYMIL",2022-04-30,"England League 1","Plymouth","Milton Keynes Dons",0,5,"A",10,22,4,11,16,9,1,8,1,0,1,0,0,0,0,5,32,15,25,9,1,1
"20220430SHEPOR",2022-04-30,"England League 1","Sheffield Weds","Portsmouth",4,1,"H",13,11,8,3,8,14,7,4,3,1,0,0,0,0,0,5,24,11,22,11,4,0
"20220430SHRWIG",2022-04-30,"England League 1","Shrewsbury","Wigan",0,3,"A",7,11,4,4,19,11,0,6,2,0,0,0,0,0,0,3,18,8,30,6,2,0
"20220730ACCCHA",2022-07-30,"England League 1","Accrington","Charlton",2,2,"D",22,11,6,3,12,13,6,4,3,0,0,0,0,0,0,4,33,9,25,10,3,0
"20220730BRIFOR",2022-07-30,"England League 1","Bristol Rvs","Forest Green",1,2,"A",8,17,3,7,14,13,4,7,1,3,0,0,0,0,0,3,25,10,27,11,4,0
"20220730CAMMIL",2022-07-30,"England League 1","Cambridge","Milton Keynes Dons",1,0,"H",12,8,3,0,11,7,3,5,2,3,0,0,0,0,0,1,20,3,18,8,5,0
"20220730CHEPET",2022-07-30,"England League 1","Cheltenham","Peterboro",2,3,"A",13,18,5,6,10,11,2,5,2,2,0,0,0,0,0,5,31,11,21,7,4,0
"20220730DEROXF",2022-07-30,"England League 1","Derby","Oxford",1,0,"H",13,7,4,2,13,12,7,3,4,2,0,0,0,0,0,1,20,6,25,10,6,0
"20220730IPSBOL",2022-07-30,"England League 1","Ipswich","Bolton",1,1,"D",17,4,5,1,13,14,8,6,2,2,0,0,0,0,0,2,21,6,27,14,4,0
"20220730LINEXE",2022-07-30,"England League 1","Lincoln","Exeter",1,1,"D",11,7,2,2,6,11,8,4,1,2,0,0,1,0,1,2,18,4,17,12,3,0
"20220730MORSHR",2022-07-30,"England League 1","Morecambe","Shrewsbury",0,0,"D",7,17,2,1,12,13,4,3,2,2,0,0,0,0,0,0,24,3,25,7,4,0
"20220730PLYBAR",2022-07-30,"England League 1","Plymouth","Barnsley",1,0,"H",19,9,5,1,2,15,2,6,0,2,0,0,0,0,0,1,28,6,17,8,2,0
"20220730PORFLE",2022-07-30,"England League 1","Port Vale","Fleetwood Town",2,1,"H",13,7,2,2,12,11,10,5,3,1,0,0,0,0,0,3,20,4,23,15,4,0
"20220730SHEPOR",2022-07-30,"England League 1","Sheffield Weds","Portsmouth",3,3,"D",17,7,6,5,17,12,7,0,4,0,1,0,0,0,0,6,24,11,29,7,4,1
"20220730WYCBUR",2022-07-30,"England League 1","Wycombe","Burton",3,0,"H",16,11,7,1,6,6,2,5,0,0,0,0,0,0,0,3,27,8,12,7,0,0
"20220806BARCHE",2022-08-06,"England League 1","Barnsley","Cheltenham",1,0,"H",13,7,3,2,13,10,8,1,0,4,0,0,0,0,0,1,20,5,23,9,4,0
"20220806BOLWYC",2022-08-06,"England League 1","Bolton","Wycombe",3,0,"H",21,17,6,3,12,6,4,7,0,2,0,0,0,0,0,3,38,9,18,11,2,0
"20220806BURBRI",2022-08-06,"England League 1","Burton","Bristol Rvs",0,4,"A",4,23,1,5,7,7,3,13,2,1,1,0,1,1,0,4,27,6,14,16,3,1
"20220806CHADER",2022-08-06,"England League 1","Charlton","Derby",1,0,"H",14,13,7,2,11,7,5,4,2,1,0,0,0,0,0,1,27,9,18,9,3,0
"20220806EXEPOR",2022-08-06,"England League 1","Exeter","Port Vale",4,0,"H",18,6,7,2,11,8,4,7,2,0,0,0,0,0,0,4,24,9,19,11,2,0
"20220806FLEPLY",2022-08-06,"England League 1","Fleetwood Town","Plymouth",2,1,"H",11,15,4,5,16,15,2,10,1,4,0,0,0,0,0,3,26,9,31,12,5,0
"20220806FORIPS",2022-08-06,"England League 1","Forest Green","Ipswich",1,2,"A",9,20,5,10,12,15,3,8,1,1,0,0,1,1,0,3,29,15,27,11,2,0
"20220806MILSHE",2022-08-06,"England League 1","Milton Keynes Dons","Sheffield Weds",0,1,"A",10,15,5,4,8,14,5,3,0,4,0,0,0,0,0,1,25,9,22,8,4,0
"20220806OXFCAM",2022-08-06,"England League 1","Oxford","Cambridge",1,0,"H",15,9,6,0,13,11,7,3,2,1,0,0,0,0,0,1,24,6,24,10,3,0
"20220806PETMOR",2022-08-06,"England League 1","Peterboro","Morecambe",3,0,"H",18,7,9,2,16,10,9,2,1,1,0,0,0,0,0,3,25,11,26,11,2,0
"20220806PORLIN",2022-08-06,"England League 1","Portsmouth","Lincoln",0,0,"D",16,4,6,0,10,15,3,4,0,1,0,0,0,0,0,0,20,6,25,7,1,0
"20220806SHRACC",2022-08-06,"England League 1","Shrewsbury","Accrington",0,1,"A",13,11,4,2,13,7,8,7,0,2,1,0,1,1,0,1,24,6,20,15,2,1
"20220813BRIOXF",2022-08-13,"England League 1","Bristol Rvs","Oxford",1,0,"H",6,7,3,2,11,12,7,4,2,3,0,0,0,0,0,1,13,5,23,11,5,0
"20220813ACCBUR",2022-08-13,"England League 1","Accrington","Burton",4,4,"D",20,15,8,5,8,15,4,4,0,0,0,0,1,1,0,8,35,13,23,8,0,0
"20220813CAMEXE",2022-08-13,"England League 1","Cambridge","Exeter",2,1,"H",16,17,5,2,4,8,8,7,3,2,0,0,1,0,1,3,33,7,12,15,5,0
"20220813CHEPOR",2022-08-13,"England League 1","Cheltenham","Portsmouth",0,2,"A",13,16,2,5,10,16,5,3,2,1,0,0,0,0,0,2,29,7,26,8,3,0
"20220813DERBAR",2022-08-13,"England League 1","Derby","Barnsley",2,1,"H",6,8,2,2,7,13,6,5,1,1,0,0,0,0,0,3,14,4,20,11,2,0
"20220813IPSMIL",2022-08-13,"England League 1","Ipswich","Milton Keynes Dons",3,0,"H",18,6,9,2,8,6,10,3,0,1,0,0,0,0,0,3,24,11,14,13,1,0
"20220813LINFOR",2022-08-13,"England League 1","Lincoln","Forest Green",1,1,"D",17,9,3,4,9,8,5,4,3,3,0,0,0,0,0,2,26,7,17,9,6,0
"20220813MORFLE",2022-08-13,"England League 1","Morecambe","Fleetwood Town",1,1,"D",15,19,7,5,13,11,5,7,2,1,0,1,0,0,0,2,34,12,24,12,3,1
"20220813PLYPET",2022-08-13,"England League 1","Plymouth","Peterboro",2,0,"H",17,5,8,3,11,15,5,5,2,2,0,0,0,0,0,2,22,11,26,10,4,0
"20220813PORBOL",2022-08-13,"England League 1","Port Vale","Bolton",0,0,"D",17,13,4,5,9,11,3,7,2,1,0,1,0,0,0,0,30,9,20,10,3,1
"20220813SHECHA",2022-08-13,"England League 1","Sheffield Weds","Charlton",1,0,"H",7,11,2,3,16,13,3,3,1,1,0,0,0,0,0,1,18,5,29,6,2,0
"20220813WYCSHR",2022-08-13,"England League 1","Wycombe","Shrewsbury",1,2,"A",18,6,9,2,7,13,12,4,3,0,0,0,0,0,0,3,24,11,20,16,3,0
"20220816BARBRI",2022-08-16,"England League 1","Barnsley","Bristol Rvs",3,0,"H",16,7,5,0,14,8,6,2,0,3,0,0,0,0,0,3,23,5,22,8,3,0
"20220816BOLMOR",2022-08-16,"England League 1","Bolton","Morecambe",1,0,"H",16,9,3,1,6,11,7,1,1,1,0,0,0,0,0,1,25,4,17,8,2,0
"20220816BURIPS",2022-08-16,"England League 1","Burton","Ipswich",0,1,"A",14,16,4,3,13,9,5,12,1,2,0,0,0,0,0,1,30,7,22,17,3,0
"20220816CHAPLY",2022-08-16,"England League 1","Charlton","Plymouth",5,1,"H",19,13,9,4,9,9,6,3,0,0,0,1,0,0,0,6,32,13,18,9,0,1
"20220816EXEWYC",2022-08-16,"England League 1","Exeter","Wycombe",3,1,"H",15,11,5,5,8,9,10,2,0,3,0,0,0,0,0,4,26,10,17,12,3,0
"20220816FLECHE",2022-08-16,"England League 1","Fleetwood Town","Cheltenham",0,0,"D",14,15,5,2,9,8,6,5,7,3,0,0,0,0,0,0,29,7,17,11,10,0
"20220816MILPOR",2022-08-16,"England League 1","Milton Keynes Dons","Port Vale",2,1,"H",9,11,5,3,9,14,4,4,1,1,0,0,0,0,0,3,20,8,23,8,2,0
"20220816OXFLIN",2022-08-16,"England League 1","Oxford","Lincoln",1,2,"A",15,5,5,3,14,16,10,2,2,3,0,0,0,0,0,3,20,8,30,12,5,0
"20220816PETSHE",2022-08-16,"England League 1","Peterboro","Sheffield Weds",2,0,"H",20,9,6,2,7,12,9,7,1,2,0,1,0,0,0,2,29,8,19,16,3,1
"20220816PORCAM",2022-08-16,"England League 1","Portsmouth","Cambridge",4,1,"H",9,6,5,4,8,19,1,4,0,3,0,0,1,1,0,5,15,9,27,5,3,0
"20220816SHRDER",2022-08-16,"England League 1","Shrewsbury","Derby",0,0,"D",10,12,1,4,9,8,5,10,3,1,0,0,0,0,0,0,22,5,17,15,4,0
"20220820BARWYC",2022-08-20,"England League 1","Barnsley","Wycombe",0,3,"A",12,14,5,8,8,12,7,5,3,2,0,0,0,0,0,3,26,13,20,12,5,0
"20220820BOLSHE",2022-08-20,"England League 1","Bolton","Sheffield Weds",0,2,"A",9,9,3,3,8,13,4,1,2,1,0,0,0,0,0,2,18,6,21,5,3,0
"20220820BURPOR",2022-08-20,"England League 1","Burton","Port Vale",0,2,"A",11,12,3,7,9,6,7,6,0,0,0,0,0,0,0,2,23,10,15,13,0,0
"20220820CHACAM",2022-08-20,"England League 1","Charlton","Cambridge",1,1,"D",15,10,5,4,8,4,8,4,1,2,0,0,0,0,0,2,25,9,12,12,3,0
"20220820EXECHE",2022-08-20,"England League 1","Exeter","Cheltenham",0,1,"A",16,4,6,3,13,8,12,0,0,4,0,0,0,0,0,1,20,9,21,12,4,0
"20220820FLEDER",2022-08-20,"England League 1","Fleetwood Town","Derby",0,0,"D",7,27,2,8,13,5,5,13,1,1,0,0,0,0,0,0,34,10,18,18,2,0
"20220820FORPLY",2022-08-20,"England League 1","Forest Green","Plymouth",0,3,"A",10,8,6,5,10,9,6,2,1,1,0,0,0,0,0,3,18,11,19,8,2,0
"20220820MILACC",2022-08-20,"England League 1","Milton Keynes Dons","Accrington",1,1,"D",10,16,4,4,15,16,2,5,2,4,0,0,0,0,0,2,26,8,31,7,6,0
"20220820OXFMOR",2022-08-20,"England League 1","Oxford","Morecambe",1,1,"D",27,3,10,1,12,18,8,0,2,4,0,0,0,0,0,2,30,11,30,8,6,0
"20220820PETLIN",2022-08-20,"England League 1","Peterboro","Lincoln",4,0,"H",14,4,10,1,12,12,4,5,1,2,0,0,0,0,0,4,18,11,24,9,3,0
"20220820PORBRI",2022-08-20,"England League 1","Portsmouth","Bristol Rvs",3,1,"H",23,8,7,2,9,14,12,2,3,5,0,0,0,0,0,4,31,9,23,14,8,0
"20220820SHRIPS",2022-08-20,"England League 1","Shrewsbury","Ipswich",0,3,"A",4,13,1,6,9,11,2,8,1,1,0,0,0,0,0,3,17,7,20,10,2,0
"20220827ACCEXE",2022-08-27,"England League 1","Accrington","Exeter",0,0,"D",18,7,2,0,10,15,4,6,1,1,0,0,0,0,0,0,25,2,25,10,2,0
"20220827BRISHR",2022-08-27,"England League 1","Bristol Rvs","Shrewsbury",1,1,"D",9,20,2,5,12,9,4,9,1,1,0,0,0,0,0,2,29,7,21,13,2,0
"20220827CAMBUR",2022-08-27,"England League 1","Cambridge","Burton",4,3,"H",21,12,9,3,8,20,6,5,2,4,0,1,0,0,0,7,33,12,28,11,6,1
"20220827CHEOXF",2022-08-27,"England League 1","Cheltenham","Oxford",1,2,"A",7,14,4,5,12,10,3,6,4,3,1,1,0,0,0,3,21,9,22,9,7,2
"20220827DERPET",2022-08-27,"England League 1","Derby","Peterboro",2,1,"H",16,13,5,4,12,14,8,4,1,2,0,1,0,0,0,3,29,9,26,12,3,1
"20220827IPSBAR",2022-08-27,"England League 1","Ipswich","Barnsley",2,2,"D",12,9,7,4,13,15,4,2,2,4,0,0,0,0,0,4,21,11,28,6,6,0
"20220827LINFLE",2022-08-27,"England League 1","Lincoln","Fleetwood Town",2,2,"D",6,19,4,9,11,15,3,6,3,4,0,0,0,0,0,4,25,13,26,9,7,0
"20220827MORMIL",2022-08-27,"England League 1","Morecambe","Milton Keynes Dons",0,4,"A",17,17,5,10,13,13,6,3,0,0,0,0,0,0,0,4,34,15,26,9,0,0
"20220827PLYBOL",2022-08-27,"England League 1","Plymouth","Bolton",2,0,"H",9,14,4,4,9,10,2,10,2,1,0,0,0,0,0,2,23,8,19,12,3,0
"20220827PORPOR",2022-08-27,"England League 1","Port Vale","Portsmouth",0,1,"A",8,11,4,1,10,13,3,4,2,1,0,0,0,0,0,1,19,5,23,7,3,0
"20220827SHEFOR",2022-08-27,"England League 1","Sheffield Weds","Forest Green",5,0,"H",15,3,8,0,7,11,4,1,1,3,0,0,0,0,0,5,18,8,18,5,4,0
"20220827WYCCHA",2022-08-27,"England League 1","Wycombe","Charlton",1,1,"D",16,9,4,2,12,6,9,2,4,3,0,0,0,0,0,2,25,6,18,11,7,0
"20220903ACCIPS",2022-09-03,"England League 1","Accrington","Ipswich",0,2,"A",10,18,3,7,17,9,6,12,3,3,0,0,0,0,0,2,28,10,26,18,6,0
"20220903BOLCHA",2022-09-03,"England League 1","Bolton","Charlton",3,1,"H",17,9,5,5,12,9,5,5,2,1,0,0,1,1,0,4,26,10,21,10,3,0
"20220903BRIMOR",2022-09-03,"England League 1","Bristol Rvs","Morecambe",2,2,"D",23,8,7,4,10,14,11,2,2,1,0,0,0,0,0,4,31,11,24,13,3,0
"20220903CAMLIN",2022-09-03,"England League 1","Cambridge","Lincoln",2,0,"H",9,6,2,4,9,10,4,1,0,1,0,0,0,0,0,2,15,6,19,5,1,0
"20220903DERPLY",2022-09-03,"England League 1","Derby","Plymouth",2,3,"A",12,13,3,6,11,9,4,6,1,1,0,0,0,0,0,5,25,9,20,10,2,0
"20220903EXEMIL",2022-09-03,"England League 1","Exeter","Milton Keynes Dons",1,0,"H",15,4,4,3,9,8,8,0,1,1,0,0,0,0,0,1,19,7,17,8,2,0
"20220903FLEWYC",2022-09-03,"England League 1","Fleetwood Town","Wycombe",1,1,"D",20,7,5,5,10,8,12,2,1,1,0,1,0,0,0,2,27,10,18,14,2,1
"20220903FORSHR",2022-09-03,"England League 1","Forest Green","Shrewsbury",0,2,"A",14,5,6,4,11,16,6,5,3,2,0,0,0,0,0,2,19,10,27,11,5,0
"20220903OXFBUR",2022-09-03,"England League 1","Oxford","Burton",2,1,"H",8,9,4,1,9,13,4,6,1,2,0,0,0,0,0,3,17,5,22,10,3,0
"20220903PORCHE",2022-09-03,"England League 1","Port Vale","Cheltenham",2,2,"D",10,6,3,2,7,10,2,1,0,0,0,0,0,0,0,4,16,5,17,3,0,0
"20220903PORPET",2022-09-03,"England League 1","Portsmouth","Peterboro",2,1,"H",13,10,2,3,13,13,1,7,2,1,0,0,0,0,0,3,23,5,26,8,3,0
"20220903SHEBAR",2022-09-03,"England League 1","Sheffield Weds","Barnsley",0,2,"A",11,14,3,5,13,11,10,1,2,4,0,0,0,0,0,2,25,8,24,11,6,0
"20220906FORACC",2022-09-06,"England League 1","Forest Green","Accrington",2,1,"H",12,17,5,4,7,21,1,8,3,1,0,0,0,0,0,3,29,9,28,9,4,0
